title,company,rating,locations,min_exp,max_exp,min_ctc,max_ctc,skills,job_profile,job_profile_id,avg_ctc,avg_exp
Software Development Engineer,Accenture Solutions Pvt Ltd,3.7,Ahmedabad,3,8,810000.0,890000.0,"Software Testing, Oracle, Maintenance, Database Management, Software Development, Application Development, Oracle Financials, Technical Skills, Debugging",Software Engineer,217,850000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,800000.0,880000.0,"Software Engineering, SQL, Maintenance, Design, Front End, Javascript, HTML, Database Management, CSS, Software Development, Application Development, Agile, Scrum, Software Solutions",Software Engineer,3,840000.0,3.5
Data Engineer,Accenture Solutions Pvt Ltd,3.7,Mumbai,2,4,810000.0,890000.0,"Atlassian, Flex, Data Engineering, Python, SQL, Oracle, Google Maps, Kubernetes, Github, SQL Server, ETL, GCP, JIRA, Data Warehousing, Bigquery, Data Flow, Pandas, Shell Scripting, Data Services, Numpy, Confluence, CI CD Pipeline, Cloud Native, Dataproc",Data Engineer,2153,850000.0,3.0
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,2,5,800000.0,880000.0,"Digital Marketing, Software Engineering, Python, Maintenance, Design, Programming, Software Development, C Programming Language, Agile, Testing Tools, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Digital Marketing, Software Engineering, Architecture, User Experience Design, Front End, Javascript, Database Management, MySQL, Spring Boot, CSS, Postgresql, Microservices, Web Services",Software Engineer,3,840000.0,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,1019999.0,1130000.0,"SAP, Design, Cloud, Application Development, Business Process",Application Developer,99,1074999.5,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,1019999.0,1130000.0,"Salesforce, SFDC, Java, Javascript, HTML, CSS, Apex, Salesforce CPQ, Application Development, Troubleshooting, CPQ, jQuery, JSON, Web Services, Rest, Lwc, Salesforce Lightning",Application Developer,99,1074999.5,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Mumbai,2,5,800000.0,880000.0,"SAP, Software Engineering, Sales, SAP Sales and Distribution, Project Management, SAP SD, Design",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,15,20,800000.0,880000.0,"Software Engineering, Project Management, Design, Contact Center Management, System Integration",Software Engineer,3,840000.0,17.5
Full Stack Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,700000.0,810000.0,"SQL, Java, User Experience Design, Design, Front End, Javascript, HTML, Cloud, Database Management, CSS, Full Stack, Agile, NoSQL, Fullstack Development",Full Stack Engineer,50299,755000.0,5.5
Data Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,4,810000.0,890000.0,"Data Engineering, Python, AWS, SQL, Cloud Computing, ETL, Big Data, Spark, AWS Glue, Glue, Pyspark, Hadoop, Data Warehousing, Data Modeling, Hive, Data Quality, Database Design, Data Manipulation, Sqoop",Data Engineer,2153,850000.0,3.0
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bhubaneswar,2,5,800000.0,880000.0,"Software Engineering, Data Analysis, Data Analytics, Python, Cloud Computing, Construction, Design, Analytics, Cloud, ETL, Programming, Data Bricks, SCALA, Troubleshooting, Data Integration, Business Process",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,12,17,800000.0,880000.0,"Software Engineering, DevOps, AWS, Cloud Computing, Architecture, Design, Cloud, Agile, Software Solutions",Software Engineer,3,840000.0,14.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Kolkata,2,5,1019999.0,1130000.0,"Salesforce, Web Development, User Experience Design, Design, Javascript, Business Process, Salesforce Lightning",Application Developer,99,1074999.5,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,800000.0,880000.0,"Time, Software Engineering, Python, Architecture, Design, Cloud, Programming, Pyspark, Data Processing, Application Development, C Programming Language, Strategic Planning",Software Engineer,3,840000.0,3.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,1019999.0,1130000.0,"SAP, SQL, Oracle, Java, SAP ABAP, SAP Basis, SQL Server, SAP HANA, C#, SAP Fiori, Application Development, ABAP, UI, SAP Basis Administration, Spring, ECC, J2EE, Code Review, SAP ECC, SAP Upgrade, NetWeaver, SAP NetWeaver, SAP ABAP Development",Application Developer,99,1074999.5,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,800000.0,880000.0,"Software Engineering, AWS, SQL, Architecture, Kubernetes, Azure DevOps, Database Management, Spring Boot, Docker, Agile, Microservices, Strategic Planning, NoSQL, Software Solutions",Software Engineer,3,840000.0,3.5
Software Development Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,810000.0,890000.0,"SAP, Supply Chain Management, Maintenance, Software Development, Business Transformation, Solution Design, Software Solutions",Software Engineer,217,850000.0,7.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Mumbai,3,8,1019999.0,1130000.0,"Construction, Design, Database Management, C, Application Development, Data Modeling, ECM, Troubleshooting, Business Process",Application Developer,99,1074999.5,5.5
Data Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,3,8,810000.0,890000.0,"DevOps, Data Engineering, AWS, SQL, Cloud Computing, Architecture, ETL, Data Warehousing, Data Migration, UNIX, Data Extraction, Data Quality, AWS Lambda",Data Engineer,2153,850000.0,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,1019999.0,1130000.0,"SQL, Java, Angular, Performance Testing, Javascript, HTML, PLSQL, Spring Boot, CSS, Application Development, Troubleshooting, JMeter, Debugging, Testing Tools, jQuery, JSP, Apache, Rest, Code Review, Application Design",Application Developer,99,1074999.5,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Pune,15,20,1019999.0,1130000.0,"Construction, User Experience Design, Workday, Design, Application Development, Troubleshooting, Debugging, Business Process",Application Developer,99,1074999.5,17.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,1019999.0,1130000.0,"Supply Chain Management, QA Engineering, Analytics, Github, Cloud, Automation, GCP, Looker, Bigquery, Conversational Ai, Business Process, Cloud Platform",Application Developer,99,1074999.5,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,1019999.0,1130000.0,"SQL, Java, React Native, Construction, Maintenance, Design, Database Management, Programming, Spring Boot, Business Process",Application Developer,99,1074999.5,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,800000.0,880000.0,"Software Engineering, Maintenance, Design, Database Management, Programming, Software Development, Data Modeling, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,5,800000.0,880000.0,"Digital Marketing, Time, Software Engineering, Design, Mainframes, Software Development, Agile, Cobol, Troubleshooting, Debugging, JCL, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,15,20,800000.0,880000.0,"HRIS, SAP, Software Engineering, Supply Chain Management, Architecture, Recruitment, SAP SuccessFactors, Data Privacy, Compliance, Onboarding, Middleware, Document Management, Debugging, Order Fulfillment, Business Process",Software Engineer,3,840000.0,17.5
Full Stack Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,5,700000.0,810000.0,"SQL, User Experience Design, Design, Front End, Javascript, HTML, Cloud, Database Management, Spring Boot, CSS, Full Stack, Agile, NoSQL",Full Stack Engineer,50299,755000.0,3.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Mumbai,2,5,1019999.0,1130000.0,"Python, Java, Project Management, Angular, HTML, PLSQL, SQL Server, Spring Boot, ASP.NET, CSS, C#, DBMS, Application Development, Spring, Microservices, jQuery, JSP, Hibernate, Web Services, Rest",Application Developer,99,1074999.5,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,15,20,800000.0,880000.0,"Finance, SAP, Software Engineering, Shipment, Logistics, Sales, Supply Chain Management, Automation Testing, SAP SD, Supply Chain, Automation, CRM, Compliance, Diagnostics, Middleware, Order Fulfillment, Testing Tools, SDLC",Software Engineer,3,840000.0,17.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,5,800000.0,880000.0,"SAP, Data Analysis, Accounting, Sales, Procurement, Tool Room, Taxation, SAP FI, Localization, Agile, Reporting Tools, Software Solutions",Software Engineer,3,840000.0,3.5
AI / ML Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,1739999.0,1930000.0,"Digital Marketing, Python, Supply Chain Management, SQL, Architecture, Machine Learning, Backend, React Native, Front End, Kubernetes, Javascript, Django, ML, CSS, MongoDB, Deep Learning, Full Stack, Docker, Agile, Flask, Microservices, Neural Networks, Order Fulfillment, Redis, TDD, NoSQL",Ai Ml Engineer,71603921,1834999.5,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Digital Marketing, Software Engineering, Architecture, React Native, User Experience Design, Design, Application Development, Agile, Estate Management, Business Process, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,5,800000.0,880000.0,"Software Engineering, Project Management, User Experience Design, Design, Application Development, Agile, Analytical Skills, Business Process, Software Solutions",Software Engineer,3,840000.0,3.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,5,1019999.0,1130000.0,"SAP, Architecture, Cloud, Application Development, Microservices, API Management, Business Process, Cloud Integration",Application Developer,99,1074999.5,3.5
Full Stack Engineer,Accenture Solutions Pvt Ltd,3.7,Mumbai,2,5,700000.0,810000.0,"AWS, SQL, Java, Web Development, User Experience Design, Design, Angular, Azure DevOps, Cloud, Database Management, Full Stack, Kafka, Agile, Apache, NoSQL, Fullstack Development",Full Stack Engineer,50299,755000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,800000.0,880000.0,"SAP CO, SAP, Software Testing, Software Engineering, Accounting, Maintenance, Design, Software Development, Application Development, Agile, Management Accounting, Analytical Skills, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,3,8,800000.0,880000.0,"Software Engineering, Oracle, Design, Cloud, CL, Budgeting, Budget Management",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Accounting, Financial Accounting, Construction, User Experience Design, Workday, Design, Data Management, Application Development, HCM, Agile, Troubleshooting, Software Solutions",Software Engineer,3,840000.0,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Jaipur,2,5,1019999.0,1130000.0,"DevOps, Python, AWS, Design, Kubernetes, Azure DevOps, Cloud, Docker, Continuous Integration, Scripting, Bash, Business Process",Application Developer,99,1074999.5,3.5
Software Development Engineer,Accenture Solutions Pvt Ltd,3.7,Gurugram,3,8,810000.0,890000.0,"SAP, SAP ABAP, Maintenance, Cloud, Programming, Software Development, Application Development, Technical Skills, SAP Development",Software Engineer,217,850000.0,5.5
Data Engineer,Accenture Solutions Pvt Ltd,3.7,Bhubaneswar,2,4,810000.0,890000.0,"Data Analytics, Data Engineering, Python, AWS, SQL, ETL, Big Data, Spark, Data Bricks, GCP, Microsoft Azure, Data Processing, Hadoop, SCALA, Data Warehousing, Data Modeling, Hive, Apache, Data Quality, Database Design, Oozie, Sqoop, HBase",Data Engineer,2153,850000.0,3.0
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,800000.0,880000.0,"Software Engineering, Data Analytics, Python, Supply Chain Management, generative ai, Design, Analytics, Programming, Data Bricks, C Programming Language, Business Transformation, Business Process, Solution Design",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Ahmedabad,2,5,800000.0,880000.0,"SAP, Software Engineering, SAP ABAP, Design, Database Management, CRM, Software Development, Agile, Technical Leadership, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"SAP, Software Engineering, Java, Design, Cloud, Software Development, C, Application Development, Agile, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Indore,2,5,800000.0,880000.0,"SAP, Software Engineering, Project Management, Maintenance, Design, Software Development, Application Development, Agile, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,800000.0,880000.0,"Digital Marketing, Software Engineering, Architecture, MySQL, Spring Boot, Postgresql, Application Development, Agile, Microservices, Strategic Planning, Software Solutions",Software Engineer,3,840000.0,3.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,5,1019999.0,1130000.0,"SQL, Java, Angular, Javascript, HTML, MySQL, Spring Boot, ASP.NET, CSS, C#, Application Development, HCM, Spring, Microservices, jQuery, Hibernate, JSON, J2EE, Web Services, Rest, Application Design, Workday Core HCM",Application Developer,99,1074999.5,3.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,1019999.0,1130000.0,"Salesforce, SFDC, SQL, Java, Javascript, HTML, SQL Server, CSS, Apex, C#, Application Development, Spring, CPQ, Microservices, jQuery, JSON, Web Services, Rest, Application Design",Application Developer,99,1074999.5,3.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,1019999.0,1130000.0,"Salesforce, Construction, Programming, Apex, Application Development, C Programming Language, Data Modeling, Debugging, Database Design, Business Process",Application Developer,99,1074999.5,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,800000.0,880000.0,"Software Engineering, Java, Design, Skill Development, Programming, Spring Boot, Software Development, Java Programming, Agile, Continuous Integration, Microservices, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Data Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,4,810000.0,890000.0,"Data Engineering, Python, Supply Chain Management, SQL, Oracle, Kubernetes, Github, Cloud, SQL Server, ETL, GCP, JIRA, Agile, Data Warehousing, Powershell, Pandas, Shell Scripting, Scripting, Numpy, Confluence, Cloud Native, Business Insights",Data Engineer,2153,850000.0,3.0
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,15,20,800000.0,880000.0,"Software Engineering, SQL, Java, Maintenance, Design, Database Management, Programming, Software Development, Agile, Scrum",Software Engineer,3,840000.0,17.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Navi Mumbai,2,5,1019999.0,1130000.0,"Cloud, Database Management, Data, Application Development, Data Modeling, Bigquery, Database Design, Business Process",Application Developer,99,1074999.5,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bhubaneswar,2,5,800000.0,880000.0,"Software Engineering, Data Analytics, Python, Analytics, Cloud, ETL, Programming, Data Visualization, Data Bricks, Application Development, SCALA, Data Integration, Business Process",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,2,5,800000.0,880000.0,"Digital Marketing, Software Engineering, DevOps, Salesforce, Design, Application Development, Agile, Continuous Integration, Software Solutions",Software Engineer,3,840000.0,3.5
Software Development Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,15,20,810000.0,890000.0,"SAP, Python, .NET, Java, C++, SAP Plant Maintenance, HTML, SQL Server, ASP.NET, CSS, Software Development, C, C#, DBMS, Application Development, Spring, Troubleshooting, Microservices, Debugging, jQuery, Hibernate, OOPS",Software Engineer,217,850000.0,17.5
AI / ML Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,5,1739999.0,1930000.0,"Python, AWS, Supply Chain Management, Artificial Intelligence, Machine Learning, Azure DevOps, Programming, ML, Software Development, Deep Learning, Tensorflow, Neural Networks, Pytorch",Ai Ml Engineer,71603921,1834999.5,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,5,800000.0,880000.0,"SAP CO, SAP, Software Engineering, Accounting, Maintenance, Design, Software Development, Agile, Management Accounting, Troubleshooting, Analytical Skills, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Engineering, Python, Supply Chain Management, SQL, Java, Backend, React Native, Front End, Angular, Javascript, Cloud, Programming, Spring Boot, Full Stack, Agile, TypeScript, Debugging, GraphQL, Order Fulfillment, SDLC, Rest, NoSQL, Cloud Native, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,2,5,800000.0,880000.0,"Software Engineering, Design, ETL, Application Development, Data Governance, Data Modeling, Data Integration, Data Quality, Database Design",Software Engineer,3,840000.0,3.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Pune,2,5,1019999.0,1130000.0,"SAP, SAP SuccessFactors, Application Development, Process Mapping, Business Process Mapping, Business Process",Application Developer,99,1074999.5,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,5,800000.0,880000.0,"Digital Marketing, Software Engineering, Web Development, User Experience Design, Design, Angular, Agile, Software Solutions",Software Engineer,3,840000.0,3.5
Full Stack Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,5,700000.0,810000.0,"AWS, SQL, Architecture, Java, React Native, User Experience Design, Angular, Azure DevOps, Cloud, Full Stack, Agile, Microservices, NoSQL",Full Stack Engineer,50299,755000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,2,5,800000.0,880000.0,"SAP, SAP SuccessFactors, Application Development, Agile, Business Process, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,5,800000.0,880000.0,"SAP, Software Engineering, Design, Application Development, Agile, Business Process, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Artificial Intelligence, Procurement, Workday, Design, R2R, Application Development, Business Process",Software Engineer,3,840000.0,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,1019999.0,1130000.0,"Digital Marketing, SQL, Java, Web Development, React Native, Construction, User Experience Design, Javascript, HTML, Database Management, Spring Boot, CSS, Full Stack, Debugging, Business Process",Application Developer,99,1074999.5,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,5,1019999.0,1130000.0,"Operations, Design, Business Operations, Application Development, Teradata, Analytical Skills, Business Process, Business Process Modeling",Application Developer,99,1074999.5,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Noida,3,8,800000.0,880000.0,"Software Engineering, Salesforce, Web Development, Design, Javascript, HTML, Programming, CSS, Apex, Business Process, Salesforce Lightning",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,2,5,800000.0,880000.0,"SAP, Software Engineering, Project Management, User Experience Design, Design, Transportation, SAP TM, Strategic Planning",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,5,800000.0,880000.0,"Digital Marketing, Software Engineering, Design, Front End, Angular, Javascript, HTML, CSS, Agile, Software Solutions",Software Engineer,3,840000.0,3.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Navi Mumbai,3,8,1019999.0,1130000.0,"Digital Marketing, Architecture, User Experience Design, Front End, Javascript, Database Management, MySQL, Spring Boot, CSS, Postgresql, Microservices, Web Services, Business Process",Application Developer,99,1074999.5,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,3,8,800000.0,880000.0,"Software Engineering, Python, Construction, User Experience Design, Programming, MySQL, Application Development, C Programming Language, Agile, Debugging, Data Integration, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Construction, User Experience Design, Workday, Design, Payroll, Application Development, Troubleshooting, Debugging, Business Process",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Digital Marketing, Software Engineering, SQL, Architecture, User Experience Design, Database Management, Spring Boot, Agile, Microservices, Business Process, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,800000.0,880000.0,"Digital Marketing, Software Engineering, AWS, Architecture, React Native, User Experience Design, Javascript, Database Management, MySQL, Spring Boot, Postgresql, Agile, Microservices, Debugging",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,15,20,800000.0,880000.0,"SAP, Software Engineering, Sales, Supply Chain Management, Product Management, Cloud, CRM, ERP, Sales Enablement, Ecommerce Marketing, Order Fulfillment, Testing Tools, Business Process, User Stories",Software Engineer,3,840000.0,17.5
AI / ML Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,7,12,1739999.0,1930000.0,"AWS, Supply Chain Management, Artificial Intelligence, Machine Learning, Azure DevOps, ML, Deep Learning, Tensorflow, Image Processing, Neural Networks, Algorithms, Pytorch",Ai Ml Engineer,71603921,1834999.5,9.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,1019999.0,1130000.0,"SAP, Salesforce, Python, Accounting, Hospital Administration, SQL, Oracle, Java, Project Management, Accounts Payable, Computer Hardware, Presales, Application Development, Agile, Data Migration, Business Analysis, Troubleshooting, Software Installation",Application Developer,99,1074999.5,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,1019999.0,1130000.0,"SAP, SQL, Oracle, Informatica, PLSQL, SQL Server, Informatica Powercenter, API, Application Development, Data Warehousing, Troubleshooting, Application Lifecycle Management, Crystal Report, Code Review, Business Process Modeling",Application Developer,99,1074999.5,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Data Engineering, Python, SQL, Architecture, User Experience Design, ETL, Automation, Spark, Programming, MySQL, Agile, Data Modeling, Debugging, Data Quality, Data Wrangling",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Digital Marketing, Software Engineering, SQL, Architecture, Java, React Native, Construction, User Experience Design, Database Management, Spring Boot, Full Stack, Debugging, Fullstack Development, Business Process",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,2,5,800000.0,880000.0,"SAP, Software Engineering, Design, Programming, Compliance, Software Development, Agile, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,5,800000.0,880000.0,"SAP, Software Engineering, Administration, Architecture, Java, SAP Basis, Linux, Cloud, Database Management, Software Development, SAP HANA, Agile, Cloud Infrastructure, Root Cause Analysis, Performance Tuning, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,15,20,800000.0,880000.0,"Software Engineering, User Experience Design, Design, Transportation, Database Management, Application Development, Agile, Data Modeling, Software Solutions",Software Engineer,3,840000.0,17.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Indore,2,5,800000.0,880000.0,"SAP, Software Engineering, Design, ERP Systems, Data Management, SAP Mdg, ERP, Data Governance, Agile, Data Modeling, SAP ERP, RFP, Business Process, Odata, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Engineering, Salesforce, User Experience Design, Design, Cloud, Programming, Order Management, Apex, Application Development, EPC, Business Process, Salesforce Lightning",Software Engineer,3,840000.0,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,15,20,1019999.0,1130000.0,"Time, Construction, User Experience Design, Workday, Design, Programming, Application Development, Troubleshooting, Business Process",Application Developer,99,1074999.5,17.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Jaipur,2,5,800000.0,880000.0,"Software Engineering, Java, Design, Cloud, Application Development, Agile, API Integration, Business Process, Software Solutions",Software Engineer,3,840000.0,3.5
Data Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,4,810000.0,890000.0,"Data Engineering, Python, SQL, Architecture, Design, Snowflake, Analytics, Collections, ETL, Communication Skills, Data Quality, ELT, Data Warehouse Testing, Performance Tuning",Data Engineer,2153,850000.0,3.0
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bhubaneswar,2,5,800000.0,880000.0,"SAP, Software Engineering, Design, Cloud, Application Development, Subject Matter Expertise, Agile, Software Solutions",Software Engineer,3,840000.0,3.5
AI / ML Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,1739999.0,1930000.0,"Power BI, Supply Chain Management, Machine Learning, Tableau, Data Visualization, ML, Deep Learning, Image Processing, Clustering, Neural Networks, Algorithms, Data Quality, Regression",Ai Ml Engineer,71603921,1834999.5,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,5,800000.0,880000.0,"SAP, Software Engineering, SQL, Architecture, SAP ABAP, Maintenance, Design, Database Management, Programming, Software Development, SAP HANA, Agile, Data Modeling, Performance Tuning, Software Solutions",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,5,800000.0,880000.0,"Software Testing, Software Engineering, Project Management, Design, Application Development, DFT, Team Management",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,3,8,800000.0,880000.0,"SAP, Software Engineering, Cloud Computing, Design, Cloud, Programming, Software Development, Agile, Debugging, Data Integration, Software Solutions",Software Engineer,3,840000.0,5.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,5,1019999.0,1130000.0,"SAP, Supply Chain Management, SAP ABAP, Database Management, Application Development, Business Transformation, Business Process, Solution Design",Application Developer,99,1074999.5,3.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,1019999.0,1130000.0,"Python, Java, Angular, HTML, PLSQL, SQL Server, Spring Boot, ASP.NET, CSS, API, C#, Application Development, Spring, Troubleshooting, Microservices, Debugging, jQuery, JSP, Hibernate, Web Services, Rest, Workday Functional",Application Developer,99,1074999.5,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, SQL, Architecture, Java, Project Management, Coding, Javascript, Linux, PLSQL, Communication Skills, Agile, UNIX, Technical Skills, Framework, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"SAP, Software Testing, Software Engineering, Coding, Agile, Continuous Improvement, Framework, Debugging, Agile Methodology, Performance Tuning, Customization, Software Solutions",Software Engineer,3,840000.0,9.5
